T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,PRECTOTCORR,DATE,YEAR,MONTH,HEAVY_RAIN,HEATWAVE,EXTREME_RAIN,TEMP_ANOMALY,TEMP_MA30,TEMP_RANGE,TEMP_MA7,RAIN_MA7
27.76,34.65,19.71,33.04,2.15,0.0,2000-03-26,2000,3,False,0,0,1.9113140604467844,25.851,14.939999999999998,27.514285714285712,0.0
28.72,37.12,21.18,44.01,1.86,0.09,2000-03-27,2000,3,False,0,0,2.8713140604467817,26.165333333333333,15.939999999999998,27.701428571428572,0.012857142857142857
29.23,37.74,21.7,48.59,2.15,0.0,2000-03-28,2000,3,False,0,0,3.3813140604467833,26.449666666666666,16.040000000000003,28.145714285714288,0.012857142857142857
29.39,38.32,21.01,51.57,2.1,0.0,2000-03-29,2000,3,False,0,0,3.5413140604467834,26.699666666666666,17.31,28.472857142857144,0.012857142857142857
29.5,37.84,22.42,54.95,3.09,0.0,2000-03-30,2000,3,False,0,0,3.651314060446783,26.947999999999997,15.420000000000002,28.658571428571427,0.012857142857142857
29.13,37.47,21.57,58.38,4.04,0.0,2000-03-31,2000,3,False,0,0,3.281314060446782,27.138333333333332,15.899999999999999,28.86428571428571,0.012857142857142857
30.19,39.53,23.01,59.58,5.23,0.0,2000-04-01,2000,4,False,0,0,4.341314060446784,27.311,16.52,29.131428571428575,0.012857142857142857
30.68,40.41,23.53,61.03,5.59,0.0,2000-04-02,2000,4,False,1,0,4.831314060446783,27.449666666666666,16.879999999999995,29.548571428571428,0.012857142857142857
31.19,41.17,23.76,56.11,3.76,0.0,2000-04-03,2000,4,False,1,0,5.341314060446784,27.596,17.41,29.90142857142857,0.0
31.3,41.02,24.1,57.94,4.29,0.0,2000-04-04,2000,4,False,1,0,5.451314060446784,27.736333333333334,16.92,30.197142857142858,0.0
31.62,41.08,24.32,61.49,4.44,0.0,2000-04-05,2000,4,False,1,0,5.771314060446784,27.884,16.759999999999998,30.51571428571429,0.0
31.73,40.8,24.87,59.48,4.49,0.0,2000-04-06,2000,4,False,1,0,5.881314060446783,28.063666666666666,15.929999999999996,30.834285714285716,0.0
31.5,39.53,24.89,63.59,4.62,0.0,2000-04-07,2000,4,False,0,0,5.651314060446783,28.213,14.64,31.172857142857143,0.0
32.15,41.88,24.53,55.84,3.73,0.0,2000-04-08,2000,4,False,1,0,6.301314060446781,28.44633333333333,17.35,31.45285714285714,0.0
31.82,41.06,24.83,62.5,5.36,0.4,2000-04-09,2000,4,False,1,0,5.971314060446783,28.692333333333337,16.230000000000004,31.615714285714287,0.05714285714285715
32.95,42.4,25.5,46.68,2.68,0.41,2000-04-10,2000,4,False,1,0,7.101314060446786,28.954666666666665,16.9,31.86714285714286,0.11571428571428573
31.99,41.56,24.08,56.99,4.34,1.76,2000-04-11,2000,4,False,1,0,6.141314060446781,29.093999999999998,17.480000000000004,31.965714285714284,0.36714285714285716
