T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,PRECTOTCORR,DATE,YEAR,MONTH,HEAVY_RAIN,HEATWAVE,EXTREME_RAIN,TEMP_ANOMALY,TEMP_MA30,TEMP_RANGE,TEMP_MA7,RAIN_MA7
28.36,30.91,26.36,90.97,6.34,34.91,2006-07-10,2006,7,False,0,0,2.5113140604467823,29.163666666666664,4.550000000000001,28.849999999999998,17.46
28.89,32.02,26.44,87.02,4.43,50.56,2006-07-11,2006,7,True,0,1,3.0413140604467834,29.125,5.580000000000002,28.81857142857143,23.16571428571429
28.78,31.11,27.12,90.43,3.02,29.73,2006-07-12,2006,7,False,0,0,2.931314060446784,29.072,3.9899999999999984,28.73428571428571,27.090000000000003
28.82,31.16,27.11,88.5,3.59,3.89,2006-07-13,2006,7,False,0,0,2.971314060446783,29.03166666666667,4.050000000000001,28.591428571428573,27.58857142857143
28.91,31.95,26.68,88.18,2.23,5.83,2006-07-14,2006,7,False,0,0,3.061314060446783,28.995333333333335,5.27,28.614285714285717,24.302857142857146
28.62,31.54,25.97,86.59,2.09,22.4,2006-07-15,2006,7,False,0,0,2.771314060446784,28.959666666666667,5.57,28.582857142857144,23.967142857142857
29.03,33.03,26.54,86.94,5.16,6.83,2006-07-16,2006,7,False,0,0,3.181314060446784,28.939666666666664,6.490000000000002,28.77285714285714,22.021428571428572
29.06,32.6,26.57,85.83,4.79,1.34,2006-07-17,2006,7,False,0,0,3.2113140604467816,28.929666666666666,6.030000000000001,28.872857142857146,17.225714285714286
28.45,30.52,26.81,89.2,2.9,29.98,2006-07-18,2006,7,False,0,0,2.601314060446782,28.88633333333333,3.710000000000001,28.810000000000002,14.285714285714288
27.42,29.05,26.32,93.1,4.68,30.37,2006-07-19,2006,7,False,0,0,1.5713140604467846,28.785000000000004,2.7300000000000004,28.615714285714287,14.377142857142859
27.83,29.92,26.32,93.1,4.35,14.4,2006-07-20,2006,7,False,0,0,1.9813140604467812,28.758,3.6000000000000014,28.474285714285713,15.878571428571432
27.83,30.77,25.83,87.12,5.08,6.46,2006-07-21,2006,7,False,0,0,1.9813140604467812,28.779666666666667,4.940000000000001,28.32,15.968571428571432
27.39,29.95,25.74,86.69,4.48,4.92,2006-07-22,2006,7,False,0,0,1.5413140604467834,28.77,4.210000000000001,28.14428571428571,13.471428571428575
28.13,30.93,25.92,87.23,3.69,0.55,2006-07-23,2006,7,False,0,0,2.281314060446782,28.767,5.009999999999998,28.015714285714285,12.574285714285717
28.78,32.61,25.88,86.18,3.01,0.51,2006-07-24,2006,7,False,0,0,2.931314060446784,28.773333333333333,6.73,27.975714285714282,12.45571428571429
28.93,32.13,26.49,88.78,3.26,0.69,2006-07-25,2006,7,False,0,0,3.0813140604467826,28.777,5.640000000000004,28.044285714285714,8.271428571428574
28.17,30.29,26.44,91.7,3.31,1.51,2006-07-26,2006,7,False,0,0,2.3213140604467846,28.74433333333333,3.849999999999998,28.151428571428568,4.14857142857143
27.55,29.76,26.11,91.81,3.84,2.69,2006-07-27,2006,7,False,0,0,1.7013140604467836,28.69633333333333,3.650000000000002,28.111428571428572,2.4757142857142873
27.66,29.79,26.05,91.94,6.14,9.54,2006-07-28,2006,7,False,0,0,1.811314060446783,28.648333333333333,3.7399999999999984,28.087142857142855,2.9157142857142873
27.68,30.14,26.01,90.0,5.75,19.85,2006-07-29,2006,7,False,0,0,1.8313140604467826,28.589,4.129999999999999,28.12857142857143,5.048571428571431
28.12,30.95,26.05,90.04,3.27,15.06,2006-07-30,2006,7,False,0,0,2.271314060446784,28.550666666666665,4.899999999999999,28.12714285714286,7.121428571428573
27.54,29.33,26.07,93.3,3.17,2.71,2006-07-31,2006,7,False,0,0,1.691314060446782,28.486333333333334,3.259999999999998,27.95,7.435714285714288
28.5,31.66,26.19,89.17,3.55,8.14,2006-08-01,2006,8,False,0,0,2.651314060446783,28.447000000000003,5.469999999999999,27.888571428571428,8.500000000000002
28.24,31.52,26.23,87.99,7.87,8.04,2006-08-02,2006,8,False,0,0,2.3913140604467813,28.409333333333336,5.289999999999999,27.898571428571433,9.432857142857145
27.27,29.51,25.93,90.09,7.17,9.41,2006-08-03,2006,8,False,0,0,1.4213140604467824,28.348000000000003,3.580000000000002,27.858571428571427,10.392857142857144
27.13,30.4,25.42,88.91,7.01,10.8,2006-08-04,2006,8,False,0,0,1.2813140604467819,28.273333333333333,4.979999999999997,27.782857142857143,10.572857142857146
26.75,29.36,24.94,88.86,4.82,6.68,2006-08-05,2006,8,False,0,0,0.9013140604467829,28.171,4.419999999999998,27.65,8.691428571428572
27.97,31.4,24.98,86.12,3.62,2.36,2006-08-06,2006,8,False,0,0,2.1213140604467817,28.145,6.419999999999998,27.628571428571426,6.877142857142858
28.54,31.92,25.36,85.39,2.61,0.66,2006-08-07,2006,8,False,0,0,2.691314060446782,28.134999999999998,6.560000000000002,27.771428571428572,6.584285714285715
28.62,31.69,25.98,86.24,3.21,0.42,2006-08-08,2006,8,False,0,0,2.771314060446784,28.165666666666667,5.710000000000001,27.788571428571426,5.481428571428573
28.36,30.59,26.47,88.8,2.63,12.15,2006-08-09,2006,8,False,0,0,2.5113140604467823,28.165666666666667,4.120000000000001,27.805714285714284,6.06857142857143
28.64,31.59,25.9,87.8,1.67,3.66,2006-08-10,2006,8,False,0,0,2.7913140604467834,28.157333333333334,5.690000000000001,28.00142857142857,5.247142857142857
28.71,31.63,26.39,89.5,1.23,4.46,2006-08-11,2006,8,False,0,0,2.8613140604467837,28.155000000000005,5.239999999999998,28.22714285714286,4.341428571428573
28.44,31.53,26.22,88.91,7.73,3.28,2006-08-12,2006,8,False,0,0,2.591314060446784,28.142333333333333,5.310000000000002,28.46857142857143,3.855714285714287
28.16,30.36,26.43,90.04,5.32,1.68,2006-08-13,2006,8,False,0,0,2.311314060446783,28.11733333333333,3.9299999999999997,28.49571428571429,3.75857142857143
28.06,30.84,25.89,88.43,2.35,11.27,2006-08-14,2006,8,False,0,0,2.2113140604467816,28.098666666666666,4.949999999999999,28.427142857142854,5.274285714285716
27.8,30.64,25.99,91.18,2.83,14.58,2006-08-15,2006,8,False,0,0,1.9513140604467836,28.057666666666666,4.650000000000002,28.310000000000002,7.297142857142859
27.37,29.32,25.83,92.36,7.03,12.5,2006-08-16,2006,8,False,0,0,1.5213140604467839,28.00133333333333,3.490000000000002,28.16857142857143,7.347142857142858
27.47,29.05,26.2,93.83,6.17,16.81,2006-08-17,2006,8,False,0,0,1.6213140604467817,27.968666666666664,2.8500000000000014,28.001428571428573,9.225714285714288
27.9,30.37,26.26,92.63,4.06,3.79,2006-08-18,2006,8,False,0,0,2.0513140604467814,27.984666666666666,4.109999999999999,27.88571428571429,9.13
28.28,31.05,26.08,90.27,1.76,23.48,2006-08-19,2006,8,False,0,0,2.431314060446784,27.999666666666666,4.970000000000002,27.862857142857145,12.015714285714287
27.75,29.84,25.95,91.56,1.85,6.67,2006-08-20,2006,8,False,0,0,1.9013140604467829,27.997,3.8900000000000006,27.804285714285715,12.72857142857143
27.58,29.84,25.88,92.14,3.21,10.03,2006-08-21,2006,8,False,0,0,1.7313140604467812,28.003333333333334,3.960000000000001,27.735714285714288,12.551428571428573
27.47,29.54,25.83,91.72,5.15,6.52,2006-08-22,2006,8,False,0,0,1.6213140604467817,27.981333333333335,3.710000000000001,27.68857142857143,11.400000000000002
27.83,30.53,25.85,88.09,5.83,4.79,2006-08-23,2006,8,False,0,0,1.9813140604467812,27.949666666666662,4.68,27.754285714285714,10.29857142857143
28.07,30.77,26.51,89.6,5.29,1.16,2006-08-24,2006,8,False,0,0,2.221314060446783,27.921,4.259999999999998,27.84,8.062857142857144
28.36,31.51,25.94,87.65,4.28,0.47,2006-08-25,2006,8,False,0,0,2.5113140604467823,27.927333333333333,5.57,27.905714285714282,7.588571428571429
28.29,31.25,26.3,90.13,3.3,31.11,2006-08-26,2006,8,False,0,0,2.441314060446782,27.951999999999998,4.949999999999999,27.907142857142855,8.678571428571429
29.09,32.23,26.09,86.96,1.74,63.04,2006-08-27,2006,8,True,0,1,3.2413140604467827,27.999666666666666,6.139999999999997,28.09857142857143,16.731428571428573
28.33,30.76,26.07,89.55,2.16,17.76,2006-08-28,2006,8,False,0,0,2.481314060446781,28.021333333333338,4.690000000000001,28.205714285714286,17.835714285714285
27.14,29.03,26.01,91.89,6.05,11.97,2006-08-29,2006,8,False,0,0,1.2913140604467834,27.98866666666667,3.0199999999999996,28.15857142857143,18.614285714285717
27.28,29.18,26.1,93.12,4.72,6.47,2006-08-30,2006,8,False,0,0,1.431314060446784,27.98,3.0799999999999983,28.080000000000002,18.854285714285712
27.14,29.42,25.38,90.52,2.64,1.79,2006-08-31,2006,8,False,0,0,1.2913140604467834,27.934666666666665,4.040000000000003,27.947142857142858,18.944285714285716
28.01,31.13,25.07,88.15,1.91,0.61,2006-09-01,2006,9,False,0,0,2.1613140604467844,27.927,6.059999999999999,27.897142857142857,18.964285714285715
27.77,30.28,25.45,87.89,1.98,8.06,2006-09-02,2006,9,False,0,0,1.9213140604467824,27.943666666666665,4.830000000000002,27.822857142857142,15.671428571428573
27.36,30.32,24.87,88.43,2.0,19.3,2006-09-03,2006,9,False,0,0,1.5113140604467823,27.95133333333333,5.449999999999999,27.57571428571429,9.422857142857143
26.54,28.99,24.75,91.02,6.21,13.0,2006-09-04,2006,9,False,0,0,0.691314060446782,27.94433333333333,4.239999999999998,27.32,8.742857142857144
27.43,30.69,25.18,88.78,4.91,7.08,2006-09-05,2006,9,False,0,0,1.5813140604467826,27.926333333333332,5.510000000000002,27.361428571428576,8.044285714285715
27.78,31.42,24.88,87.81,3.05,0.21,2006-09-06,2006,9,False,0,0,1.931314060446784,27.901,6.540000000000003,27.432857142857138,7.15
28.18,31.75,25.29,87.88,3.66,0.39,2006-09-07,2006,9,False,0,0,2.3313140604467826,27.886333333333333,6.460000000000001,27.58142857142857,6.950000000000001
29.02,32.9,26.06,86.37,2.58,1.15,2006-09-08,2006,9,False,0,0,3.1713140604467824,27.908333333333335,6.84,27.725714285714286,7.027142857142858
28.57,31.51,26.41,88.91,2.17,11.06,2006-09-09,2006,9,False,0,0,2.721314060446783,27.906,5.100000000000001,27.84,7.455714285714286
27.76,29.74,25.75,90.11,1.48,8.13,2006-09-10,2006,9,False,0,0,1.9113140604467844,27.87433333333333,3.9899999999999984,27.897142857142853,5.860000000000001
26.76,29.04,25.32,91.49,3.14,2.89,2006-09-11,2006,9,False,0,0,0.9113140604467844,27.81833333333333,3.719999999999999,27.928571428571427,4.415714285714286
26.85,29.0,25.32,91.29,3.52,2.63,2006-09-12,2006,9,False,0,0,1.0013140604467843,27.77466666666667,3.6799999999999997,27.845714285714283,3.780000000000001
26.81,28.78,25.37,93.04,2.65,0.04,2006-09-13,2006,9,False,0,0,0.9613140604467816,27.733,3.41,27.707142857142856,3.755714285714287
27.68,31.2,24.86,87.91,1.82,0.24,2006-09-14,2006,9,False,0,0,1.8313140604467826,27.729,6.34,27.63571428571429,3.7342857142857153
27.28,29.7,25.59,92.5,2.33,1.15,2006-09-15,2006,9,False,0,0,1.431314060446784,27.726,4.109999999999999,27.38714285714286,3.7342857142857158
27.1,29.49,25.4,92.19,2.69,2.22,2006-09-16,2006,9,False,0,0,1.2513140604467843,27.713666666666665,4.09,27.177142857142858,2.4714285714285724
27.31,30.17,25.2,90.94,2.4,0.5,2006-09-17,2006,9,False,0,0,1.4613140604467816,27.694000000000003,4.970000000000002,27.112857142857145,1.3814285714285723
28.05,31.85,25.16,85.98,1.8,0.64,2006-09-18,2006,9,False,0,0,2.2013140604467836,27.686333333333334,6.690000000000001,27.297142857142855,1.060000000000001
27.62,30.88,25.13,87.98,2.16,7.2,2006-09-19,2006,9,False,0,0,1.7713140604467839,27.682000000000002,5.75,27.407142857142855,1.7128571428571437
26.7,28.06,25.44,93.37,3.52,40.35,2006-09-20,2006,9,False,0,0,0.8513140604467822,27.65266666666667,2.6199999999999974,27.391428571428573,7.471428571428573
27.02,27.89,26.44,94.31,7.94,118.47,2006-09-21,2006,9,True,0,1,1.1713140604467824,27.637666666666668,1.4499999999999993,27.297142857142855,24.361428571428572
27.08,28.21,26.29,93.15,6.17,68.03,2006-09-22,2006,9,True,0,1,1.2313140604467812,27.612666666666666,1.9200000000000017,27.268571428571427,33.91571428571429
27.4,29.59,26.37,91.87,6.05,22.36,2006-09-23,2006,9,False,0,0,1.5513140604467814,27.590333333333334,3.219999999999999,27.31142857142857,36.792857142857144
26.98,28.49,26.06,94.15,4.95,12.33,2006-09-24,2006,9,False,0,0,1.1313140604467833,27.54433333333333,2.4299999999999997,27.264285714285712,38.48285714285714
27.18,29.54,25.61,92.05,3.31,3.76,2006-09-25,2006,9,False,0,0,1.3313140604467826,27.507333333333335,3.9299999999999997,27.140000000000004,38.92857142857143
27.87,31.74,24.63,84.06,1.63,1.06,2006-09-26,2006,9,False,0,0,2.021314060446784,27.466666666666665,7.109999999999999,27.17571428571429,38.05142857142857
28.22,31.99,24.12,82.86,1.53,0.07,2006-09-27,2006,9,False,0,0,2.3713140604467817,27.463000000000005,7.869999999999997,27.392857142857142,32.29714285714286
27.72,30.6,25.29,90.13,2.48,3.41,2006-09-28,2006,9,False,0,0,1.8713140604467817,27.48233333333333,5.310000000000002,27.492857142857144,15.86
26.75,28.8,25.18,93.85,2.49,13.54,2006-09-29,2006,9,False,0,0,0.9013140604467829,27.464666666666666,3.620000000000001,27.445714285714285,8.075714285714286
26.28,28.12,24.87,93.92,3.03,5.76,2006-09-30,2006,9,False,0,0,0.431314060446784,27.436,3.25,27.285714285714285,5.704285714285715
27.36,30.55,24.71,89.2,1.45,0.25,2006-10-01,2006,10,False,0,0,1.5113140604467823,27.414333333333335,5.84,27.34,3.9785714285714286
27.91,31.51,25.19,86.57,1.39,0.12,2006-10-02,2006,10,False,0,0,2.061314060446783,27.419,6.32,27.444285714285712,3.458571428571428
28.25,32.27,24.89,86.54,1.93,0.1,2006-10-03,2006,10,False,0,0,2.401314060446783,27.448666666666668,7.380000000000003,27.498571428571427,3.3214285714285716
27.37,29.3,25.71,93.49,2.13,15.79,2006-10-04,2006,10,False,0,0,1.5213140604467839,27.476333333333336,3.59,27.377142857142854,5.567142857142857
28.21,31.33,25.11,83.46,1.86,6.59,2006-10-05,2006,10,False,0,0,2.3613140604467837,27.502333333333333,6.219999999999999,27.447142857142858,6.0214285714285705
28.06,32.35,23.6,78.73,1.48,0.21,2006-10-06,2006,10,False,0,0,2.2113140604467816,27.511666666666667,8.75,27.634285714285713,4.117142857142857
27.04,31.09,23.34,85.17,2.62,0.03,2006-10-07,2006,10,False,0,0,1.191314060446782,27.473666666666663,7.75,27.74285714285714,3.2985714285714285
26.88,31.21,23.04,85.57,2.65,0.04,2006-10-08,2006,10,False,0,0,1.0313140604467819,27.40233333333333,8.170000000000002,27.674285714285713,3.2685714285714282
26.91,31.21,22.46,81.61,2.35,0.0,2006-10-09,2006,10,False,0,0,1.061314060446783,27.347,8.75,27.53142857142857,3.251428571428572
28.03,32.17,23.37,74.36,1.0,0.42,2006-10-10,2006,10,False,0,0,2.181314060446784,27.356,8.8,27.5,3.2971428571428567
28.2,32.46,23.83,79.15,1.31,0.07,2006-10-11,2006,10,False,0,0,2.351314060446782,27.404,8.630000000000003,27.618571428571432,1.0514285714285714
27.87,31.87,23.66,80.45,1.75,9.04,2006-10-12,2006,10,False,0,0,2.021314060446784,27.438,8.21,27.57,1.4014285714285712
28.08,31.76,24.4,80.64,1.27,1.61,2006-10-13,2006,10,False,0,0,2.231314060446781,27.48033333333333,7.360000000000003,27.572857142857142,1.601428571428571
28.02,31.12,25.09,82.29,1.2,1.21,2006-10-14,2006,10,False,0,0,2.1713140604467824,27.491666666666667,6.030000000000001,27.712857142857143,1.7699999999999998
27.41,30.73,24.24,83.29,1.78,0.37,2006-10-15,2006,10,False,0,0,1.561314060446783,27.496,6.490000000000002,27.78857142857143,1.817142857142857
27.58,31.01,23.92,81.97,1.36,0.0,2006-10-16,2006,10,False,0,0,1.7313140604467812,27.512,7.09,27.884285714285713,1.817142857142857
27.19,29.74,24.9,83.37,1.22,0.14,2006-10-17,2006,10,False,0,0,1.3413140604467841,27.508,4.84,27.764285714285712,1.7771428571428571
26.36,28.48,24.58,84.79,0.93,0.77,2006-10-18,2006,10,False,0,0,0.5113140604467823,27.451666666666664,3.900000000000002,27.50142857142857,1.877142857142857
25.7,28.66,23.4,84.87,1.25,3.98,2006-10-19,2006,10,False,0,0,-0.14868593955321785,27.387666666666668,5.260000000000002,27.191428571428567,1.1542857142857144
26.13,30.43,21.91,79.35,1.28,2.92,2006-10-20,2006,10,False,0,0,0.28131406044678187,27.368666666666666,8.52,26.912857142857142,1.3414285714285714
26.11,30.02,22.85,77.53,1.08,0.17,2006-10-21,2006,10,False,0,0,0.2613140604467823,27.33833333333333,7.169999999999998,26.639999999999997,1.192857142857143
24.95,29.37,20.95,84.19,2.35,0.0,2006-10-22,2006,10,False,0,0,-0.8986859395532178,27.267333333333337,8.420000000000002,26.288571428571426,1.14
24.43,29.46,20.08,81.26,2.4,0.0,2006-10-23,2006,10,False,0,0,-1.4186859395532174,27.168333333333333,9.380000000000003,25.83857142857143,1.14
23.83,29.17,19.01,81.81,2.39,0.0,2006-10-24,2006,10,False,0,0,-2.018685939553219,27.063333333333333,10.16,25.358571428571427,1.1199999999999999
23.49,28.71,18.58,82.75,2.76,0.0,2006-10-25,2006,10,False,0,0,-2.3586859395532187,26.940333333333335,10.130000000000003,24.948571428571427,1.01
23.63,29.24,18.36,84.06,2.44,0.0,2006-10-26,2006,10,False,0,0,-2.218685939553218,26.799,10.879999999999999,24.65285714285714,0.4414285714285714
24.28,29.45,19.01,81.83,2.3,0.01,2006-10-27,2006,10,False,0,0,-1.568685939553216,26.667666666666666,10.439999999999998,24.388571428571428,0.025714285714285717
23.98,27.78,20.99,81.46,1.51,0.02,2006-10-28,2006,10,False,0,0,-1.8686859395532167,26.543000000000003,6.790000000000003,24.084285714285716,0.004285714285714286
24.39,29.4,20.03,79.78,2.49,0.0,2006-10-29,2006,10,False,0,0,-1.4586859395532166,26.464333333333336,9.369999999999997,24.004285714285714,0.004285714285714286
24.1,28.84,19.72,83.89,2.24,0.0,2006-10-30,2006,10,False,0,0,-1.7486859395532157,26.391666666666666,9.120000000000001,23.957142857142856,0.004285714285714286
24.1,28.74,20.84,83.37,2.96,1.6,2006-10-31,2006,10,False,0,0,-1.7486859395532157,26.282999999999998,7.899999999999999,23.99571428571429,0.23285714285714287
23.36,28.85,18.47,81.86,2.47,0.17,2006-11-01,2006,11,False,0,0,-2.4886859395532177,26.13133333333333,10.380000000000003,23.97714285714286,0.2571428571428572
23.61,28.64,19.41,83.11,2.09,0.19,2006-11-02,2006,11,False,0,0,-2.2386859395532177,25.976666666666667,9.23,23.974285714285717,0.2842857142857143
24.13,29.38,19.46,83.98,2.02,0.0,2006-11-03,2006,11,False,0,0,-1.7186859395532181,25.868666666666666,9.919999999999998,23.952857142857145,0.28285714285714286
24.33,29.98,19.64,81.43,2.19,0.0,2006-11-04,2006,11,False,0,0,-1.5186859395532188,25.739333333333335,10.34,24.002857142857142,0.28
24.64,29.16,20.09,80.35,1.97,0.11,2006-11-05,2006,11,False,0,0,-1.2086859395532166,25.625333333333334,9.07,24.03857142857143,0.29571428571428576
24.57,28.69,20.95,80.06,1.65,1.01,2006-11-06,2006,11,False,0,0,-1.2786859395532169,25.543,7.740000000000002,24.10571428571429,0.44
22.82,25.67,20.29,87.29,1.64,0.0,2006-11-07,2006,11,False,0,0,-3.028685939553217,25.407666666666668,5.380000000000003,23.92285714285714,0.21142857142857144
23.03,26.33,19.66,83.92,1.32,0.0,2006-11-08,2006,11,False,0,0,-2.818685939553216,25.27833333333333,6.669999999999998,23.875714285714285,0.18714285714285714
22.32,24.96,19.94,90.11,1.66,5.34,2006-11-09,2006,11,False,0,0,-3.528685939553217,25.088,5.02,23.691428571428567,0.9228571428571428
22.19,24.9,19.66,90.71,1.84,1.63,2006-11-10,2006,11,False,0,0,-3.658685939553216,24.887666666666668,5.239999999999998,23.414285714285715,1.1557142857142857
22.94,27.4,19.7,87.28,2.77,0.07,2006-11-11,2006,11,False,0,0,-2.908685939553216,24.723333333333336,7.699999999999999,23.215714285714288,1.1657142857142857
22.5,27.04,18.36,85.7,2.68,0.0,2006-11-12,2006,11,False,0,0,-3.348685939553217,24.537333333333333,8.68,22.91,1.1500000000000001
22.56,27.32,17.58,85.22,2.6,0.0,2006-11-13,2006,11,False,0,0,-3.2886859395532184,24.35533333333333,9.740000000000002,22.622857142857146,1.0057142857142858
23.49,28.21,19.23,80.66,2.2,0.0,2006-11-14,2006,11,False,0,0,-2.3586859395532187,24.224666666666668,8.98,22.71857142857143,1.0057142857142858
22.79,28.29,17.64,78.64,2.31,0.0,2006-11-15,2006,11,False,0,0,-3.058685939553218,24.065,10.649999999999999,22.684285714285718,1.0057142857142858
22.49,28.08,17.08,77.34,2.18,0.0,2006-11-16,2006,11,False,0,0,-3.3586859395532187,23.908333333333335,11.0,22.708571428571428,0.24285714285714285
21.66,27.3,16.28,77.51,2.03,0.0,2006-11-17,2006,11,False,0,0,-4.188685939553217,23.75166666666667,11.02,22.63285714285714,0.01
21.62,27.43,15.77,72.74,2.16,0.0,2006-11-18,2006,11,False,0,0,-4.228685939553216,23.615666666666666,11.66,22.444285714285712,0.0
21.36,27.34,15.42,72.73,2.03,0.0,2006-11-19,2006,11,False,0,0,-4.488685939553218,23.456666666666667,11.92,22.28142857142857,0.0
21.46,28.36,15.59,76.02,2.54,0.0,2006-11-20,2006,11,False,0,0,-4.388685939553216,23.301666666666666,12.77,22.124285714285712,0.0
20.88,27.41,15.13,77.29,2.4,0.0,2006-11-21,2006,11,False,0,0,-4.968685939553218,23.165999999999997,12.28,21.75142857142857,0.0
20.83,26.86,14.19,69.82,1.69,0.0,2006-11-22,2006,11,False,0,0,-5.018685939553219,23.046,12.67,21.471428571428568,0.0
21.99,27.64,16.82,70.16,1.55,0.0,2006-11-23,2006,11,False,0,0,-3.8586859395532187,22.984666666666666,10.82,21.400000000000002,0.0
21.7,28.38,15.55,73.5,2.09,0.0,2006-11-24,2006,11,False,0,0,-4.148685939553218,22.925,12.829999999999998,21.405714285714286,0.0
22.59,28.64,16.93,77.04,2.0,0.02,2006-11-25,2006,11,False,0,0,-3.2586859395532173,22.89033333333333,11.71,21.544285714285714,0.002857142857142857
22.52,27.99,18.32,79.43,1.99,0.02,2006-11-26,2006,11,False,0,0,-3.3286859395532176,22.831666666666663,9.669999999999998,21.709999999999997,0.005714285714285714
19.92,26.76,15.0,74.89,2.8,0.0,2006-11-27,2006,11,False,0,0,-5.928685939553215,22.69633333333333,11.760000000000002,21.490000000000002,0.005714285714285714
18.66,25.47,12.82,72.57,2.35,0.0,2006-11-28,2006,11,False,0,0,-7.188685939553217,22.505333333333333,12.649999999999999,21.172857142857143,0.005714285714285714
17.8,24.5,12.46,76.34,2.49,0.0,2006-11-29,2006,11,False,0,0,-8.048685939553216,22.29533333333333,12.04,20.740000000000002,0.005714285714285714
17.12,23.51,11.22,74.16,2.48,0.0,2006-11-30,2006,11,False,0,0,-8.728685939553216,22.062666666666665,12.290000000000001,20.044285714285714,0.005714285714285714
17.53,24.28,11.44,70.82,2.58,0.0,2006-12-01,2006,12,False,0,0,-8.318685939553216,21.868333333333336,12.840000000000002,19.44857142857143,0.005714285714285714
16.22,24.21,10.2,71.82,3.22,0.0,2006-12-02,2006,12,False,0,0,-9.628685939553218,21.622,14.010000000000002,18.53857142857143,0.002857142857142857
15.59,23.62,8.39,68.6,2.9,0.0,2006-12-03,2006,12,False,0,0,-10.258685939553217,21.337333333333333,15.23,17.548571428571428,0.0
15.85,23.79,8.62,67.72,2.62,0.0,2006-12-04,2006,12,False,0,0,-9.998685939553217,21.054666666666666,15.17,16.967142857142857,0.0
16.49,24.05,9.72,76.38,2.46,0.0,2006-12-05,2006,12,False,0,0,-9.358685939553219,20.783,14.33,16.657142857142855,0.0
18.12,25.69,10.98,72.4,1.86,0.0,2006-12-06,2006,12,False,0,0,-7.728685939553216,20.568,14.71,16.70285714285714,0.0
19.55,25.92,12.53,68.31,1.92,0.0,2006-12-07,2006,12,False,0,0,-6.298685939553216,20.459,13.390000000000002,17.05,0.0
20.72,27.77,13.95,72.3,1.84,0.0,2006-12-08,2006,12,False,0,0,-5.128685939553218,20.382,13.82,17.505714285714284,0.0
20.48,27.33,14.99,76.74,2.11,0.0,2006-12-09,2006,12,False,0,0,-5.368685939553217,20.320666666666668,12.339999999999998,18.114285714285714,0.0
20.48,26.86,14.8,76.38,1.81,0.0,2006-12-10,2006,12,False,0,0,-5.368685939553217,20.26366666666667,12.059999999999999,18.812857142857144,0.0
21.4,27.38,16.77,77.55,1.7,0.01,2006-12-11,2006,12,False,0,0,-4.448685939553219,20.212333333333333,10.61,19.60571428571429,0.0014285714285714286
20.43,26.99,15.24,83.59,3.39,0.0,2006-12-12,2006,12,False,0,0,-5.418685939553217,20.14333333333333,11.749999999999998,20.16857142857143,0.0014285714285714286
17.23,24.1,12.29,76.55,3.53,0.0,2006-12-13,2006,12,False,0,0,-8.618685939553217,19.965666666666667,11.810000000000002,20.041428571428572,0.0014285714285714286
15.35,22.83,9.08,71.24,3.34,0.0,2006-12-14,2006,12,False,0,0,-10.498685939553217,19.694333333333336,13.749999999999998,19.44142857142857,0.0014285714285714286
15.3,22.98,8.84,72.3,3.04,0.0,2006-12-15,2006,12,False,0,0,-10.548685939553216,19.444666666666663,14.14,18.667142857142856,0.0014285714285714286
16.44,24.54,9.54,77.59,2.66,0.0,2006-12-16,2006,12,False,0,0,-9.408685939553216,19.243,15.0,18.09,0.0014285714285714286
17.99,25.25,11.89,81.32,2.97,0.0,2006-12-17,2006,12,False,0,0,-7.858685939553219,19.12066666666667,13.36,17.734285714285715,0.0014285714285714286
18.55,25.43,12.5,78.14,2.73,0.0,2006-12-18,2006,12,False,0,0,-7.298685939553216,19.01833333333333,12.93,17.327142857142857,0.0
18.91,26.25,13.06,77.4,2.82,0.0,2006-12-19,2006,12,False,0,0,-6.938685939553217,18.936666666666664,13.19,17.11,0.0
19.97,27.46,14.17,74.76,2.13,0.0,2006-12-20,2006,12,False,0,0,-5.878685939553218,18.887,13.290000000000001,17.50142857142857,0.0
19.74,26.9,14.25,76.07,2.38,0.0,2006-12-21,2006,12,False,0,0,-6.108685939553219,18.849,12.649999999999999,18.12857142857143,0.0
19.39,26.19,13.67,79.24,2.48,0.0,2006-12-22,2006,12,False,0,0,-6.458685939553217,18.801,12.520000000000001,18.712857142857143,0.0
19.39,26.24,14.06,77.63,3.0,0.0,2006-12-23,2006,12,False,0,0,-6.458685939553217,18.714333333333332,12.179999999999998,19.134285714285713,0.0
18.15,25.32,13.18,75.03,3.02,0.0,2006-12-24,2006,12,False,0,0,-7.698685939553219,18.596000000000004,12.14,19.157142857142855,0.0
16.46,23.92,10.16,68.02,2.66,0.0,2006-12-25,2006,12,False,0,0,-9.388685939553216,18.391666666666666,13.760000000000002,18.858571428571427,0.0
17.15,24.57,9.69,65.38,1.92,0.0,2006-12-26,2006,12,False,0,0,-8.698685939553219,18.212666666666667,14.88,18.607142857142858,0.0
18.5,25.46,12.39,67.48,1.68,0.0,2006-12-27,2006,12,False,0,0,-7.348685939553217,18.16533333333333,13.07,18.397142857142857,0.0
17.84,24.99,12.86,70.49,2.73,0.0,2006-12-28,2006,12,False,0,0,-8.008685939553217,18.137999999999998,12.129999999999999,18.125714285714285,0.0
17.09,24.87,11.08,68.61,2.98,0.0,2006-12-29,2006,12,False,0,0,-8.758685939553217,18.114333333333335,13.790000000000001,17.79714285714286,0.0
