T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,PRECTOTCORR,DATE,YEAR,MONTH,HEAVY_RAIN,HEATWAVE,EXTREME_RAIN,TEMP_ANOMALY,TEMP_MA30
32.55,40.26,25.96,61.3,4.01,0.0,2003-04-25,2003,4,False,True,False,6.70131406044678,30.714999999999996
33.1,41.31,26.46,58.13,5.12,0.0,2003-04-26,2003,4,False,True,False,7.251314060446784,30.878666666666668
33.05,40.73,27.0,56.89,5.21,0.04,2003-04-27,2003,4,False,True,False,7.20131406044678,31.029666666666664
32.83,39.13,27.24,56.7,4.11,0.41,2003-04-28,2003,4,False,False,False,6.981314060446781,31.181666666666665
33.29,40.93,26.74,49.9,3.09,0.18,2003-04-29,2003,4,False,True,False,7.441314060446782,31.358666666666668
32.53,39.47,26.25,51.0,1.82,2.71,2003-04-30,2003,4,False,False,False,6.681314060446784,31.48033333333333
31.6,38.55,26.13,50.73,4.23,0.95,2003-05-01,2003,5,False,False,False,5.751314060446784,31.573666666666668
32.02,39.1,26.82,60.43,5.02,7.45,2003-05-02,2003,5,False,False,False,6.171314060446786,31.68066666666667
32.66,40.59,26.93,66.49,5.31,2.4,2003-05-03,2003,5,False,True,False,6.8113140604467795,31.767999999999997
33.83,43.28,27.16,61.39,5.51,0.0,2003-05-04,2003,5,False,True,False,7.981314060446781,31.92366666666667
32.87,41.5,25.42,48.35,2.07,0.0,2003-05-05,2003,5,False,True,False,7.02131406044678,32.05133333333333
33.19,41.58,26.24,62.55,4.59,0.12,2003-05-06,2003,5,False,True,False,7.341314060446781,32.14966666666667
33.61,41.81,26.68,58.96,3.61,0.04,2003-05-07,2003,5,False,True,False,7.761314060446782,32.248666666666665
33.16,40.65,27.42,57.8,5.42,1.62,2003-05-08,2003,5,False,True,False,7.3113140604467795,32.321
32.48,39.83,26.69,57.04,4.63,2.12,2003-05-09,2003,5,False,False,False,6.63131406044678,32.38466666666667
31.9,38.9,26.53,55.1,2.57,5.21,2003-05-10,2003,5,False,False,False,6.051314060446781,32.42433333333333
32.2,39.79,25.39,50.81,3.02,0.19,2003-05-11,2003,5,False,False,False,6.351314060446786,32.467
32.95,40.82,25.91,52.09,3.55,0.07,2003-05-12,2003,5,False,True,False,7.101314060446786,32.51133333333333
33.01,39.47,27.89,53.15,2.93,0.0,2003-05-13,2003,5,False,False,False,7.161314060446781,32.55533333333333
32.12,38.15,27.67,57.58,4.1,0.04,2003-05-14,2003,5,False,False,False,6.27131406044678,32.56766666666667
32.83,39.93,27.03,56.24,2.53,0.14,2003-05-15,2003,5,False,False,False,6.981314060446781,32.575
33.69,41.25,26.96,53.97,2.98,0.04,2003-05-16,2003,5,False,True,False,7.841314060446781,32.63466666666667
32.81,39.35,28.49,56.9,5.23,0.0,2003-05-17,2003,5,False,False,False,6.961314060446785,32.663
33.91,42.36,27.46,52.5,4.28,0.05,2003-05-18,2003,5,False,True,False,8.06131406044678,32.711999999999996
33.04,39.7,27.38,55.89,4.38,0.06,2003-05-19,2003,5,False,False,False,7.191314060446782,32.745666666666665
34.11,42.25,28.08,58.1,4.96,3.44,2003-05-20,2003,5,False,True,False,8.261314060446782,32.826
31.69,37.67,27.85,69.28,4.65,24.3,2003-05-21,2003,5,False,False,False,5.841314060446784,32.808
30.19,34.6,27.2,78.21,3.39,19.89,2003-05-22,2003,5,False,False,False,4.341314060446784,32.72633333333333
31.98,38.58,26.88,65.58,1.9,2.78,2003-05-23,2003,5,False,False,False,6.131314060446783,32.715666666666664
30.45,34.98,27.26,75.0,3.82,12.48,2003-05-24,2003,5,False,False,False,4.601314060446782,32.655
31.71,37.58,27.05,70.25,4.85,2.03,2003-05-25,2003,5,False,False,False,5.861314060446784,32.627
33.47,41.63,27.65,59.59,4.55,0.01,2003-05-26,2003,5,False,True,False,7.621314060446782,32.63933333333333
33.92,41.81,27.64,52.69,4.34,0.0,2003-05-27,2003,5,False,True,False,8.071314060446785,32.66833333333333
34.33,42.6,28.12,54.49,3.14,0.01,2003-05-28,2003,5,False,True,False,8.481314060446781,32.718333333333334
33.71,42.78,26.99,59.79,3.55,0.0,2003-05-29,2003,5,False,True,False,7.861314060446784,32.73233333333334
33.13,40.31,28.06,65.16,4.62,0.02,2003-05-30,2003,5,False,True,False,7.281314060446785,32.75233333333333
32.44,39.18,27.25,65.51,4.05,0.0,2003-05-31,2003,5,False,False,False,6.591314060446781,32.78033333333334
32.73,39.92,27.43,65.25,4.4,0.0,2003-06-01,2003,6,False,False,False,6.88131406044678,32.803999999999995
31.49,35.86,28.12,70.42,3.68,0.0,2003-06-02,2003,6,False,False,False,5.641314060446781,32.765
31.61,36.48,28.01,71.33,3.23,3.88,2003-06-03,2003,6,False,False,False,5.761314060446782,32.690999999999995
31.06,35.11,27.81,76.37,3.45,6.73,2003-06-04,2003,6,False,False,False,5.211314060446782,32.63066666666666
31.4,35.35,28.37,76.29,4.2,2.04,2003-06-05,2003,6,False,False,False,5.551314060446781,32.571
31.15,35.15,28.91,72.23,9.06,1.62,2003-06-06,2003,6,False,False,False,5.301314060446781,32.489
31.18,35.47,28.38,73.52,7.21,7.25,2003-06-07,2003,6,False,False,False,5.331314060446783,32.423
32.07,36.89,28.72,67.73,7.94,3.33,2003-06-08,2003,6,False,False,False,6.221314060446783,32.40933333333333
32.14,38.14,28.31,69.46,6.22,1.65,2003-06-09,2003,6,False,False,False,6.291314060446783,32.41733333333333
31.83,36.8,28.78,70.62,7.09,0.72,2003-06-10,2003,6,False,False,False,5.981314060446781,32.405
32.59,39.88,28.68,69.27,5.81,3.76,2003-06-11,2003,6,False,False,False,6.741314060446786,32.393
33.63,41.72,28.91,63.73,6.82,2.47,2003-06-12,2003,6,False,True,False,7.781314060446785,32.41366666666667
32.09,37.25,28.75,65.39,8.21,0.23,2003-06-13,2003,6,False,False,False,6.241314060446786,32.41266666666667
31.16,35.72,28.01,72.96,6.51,0.64,2003-06-14,2003,6,False,False,False,5.311314060446783,32.357
30.64,34.69,27.31,73.19,3.43,0.76,2003-06-15,2003,6,False,False,False,4.791314060446783,32.25533333333333
31.88,37.23,27.12,66.43,2.97,0.21,2003-06-16,2003,6,False,False,False,6.031314060446782,32.224333333333334
32.1,36.58,28.14,64.95,1.9,0.27,2003-06-17,2003,6,False,False,False,6.251314060446784,32.164
29.5,31.76,27.66,77.52,4.21,9.74,2003-06-18,2003,6,False,False,False,3.651314060446783,32.046
29.05,31.95,27.12,79.22,4.23,12.77,2003-06-19,2003,6,False,False,False,3.2013140604467836,31.877333333333336
27.93,30.03,25.78,86.09,5.21,68.59,2003-06-20,2003,6,True,False,True,2.0813140604467826,31.752
28.51,31.21,26.31,86.97,5.87,34.68,2003-06-21,2003,6,False,False,False,2.6613140604467844,31.696
28.67,32.07,26.68,86.86,6.92,23.0,2003-06-22,2003,6,False,False,False,2.8213140604467846,31.58566666666667
28.39,30.41,27.06,89.05,5.03,15.28,2003-06-23,2003,6,False,False,False,2.5413140604467834,31.517
28.5,31.34,26.79,87.79,4.63,15.81,2003-06-24,2003,6,False,False,False,2.651314060446783,31.41
28.44,30.58,26.92,89.59,4.52,13.84,2003-06-25,2003,6,False,False,False,2.591314060446784,31.242333333333338
28.0,29.71,26.97,89.01,6.32,5.58,2003-06-26,2003,6,False,False,False,2.151314060446783,31.045
28.6,31.19,27.05,87.66,6.98,5.25,2003-06-27,2003,6,False,False,False,2.7513140604467843,30.854
28.6,31.38,26.69,86.59,5.92,16.37,2003-06-28,2003,6,False,False,False,2.7513140604467843,30.683666666666667
28.16,30.95,26.71,88.2,4.96,11.16,2003-06-29,2003,6,False,False,False,2.311314060446783,30.517999999999997
27.9,29.9,26.46,90.47,4.51,17.2,2003-06-30,2003,6,False,False,False,2.0513140604467814,30.366666666666667
27.76,29.63,26.4,90.5,3.3,11.23,2003-07-01,2003,7,False,False,False,1.9113140604467844,30.201000000000004
28.39,31.27,26.41,87.58,4.55,1.39,2003-07-02,2003,7,False,False,False,2.5413140604467834,30.09766666666667
28.43,31.52,26.48,87.94,4.17,9.34,2003-07-03,2003,7,False,False,False,2.5813140604467826,29.991666666666667
28.57,31.83,26.46,86.81,4.01,13.01,2003-07-04,2003,7,False,False,False,2.721314060446783,29.908666666666665
28.55,31.42,26.02,86.33,3.88,7.85,2003-07-05,2003,7,False,False,False,2.7013140604467836,29.813666666666666
28.47,31.2,26.55,87.5,4.1,6.25,2003-07-06,2003,7,False,False,False,2.6213140604467817,29.724333333333334
28.7,32.26,26.45,84.85,4.97,1.75,2003-07-07,2003,7,False,False,False,2.851314060446782,29.641666666666666
28.77,31.7,26.73,85.96,4.78,0.61,2003-07-08,2003,7,False,False,False,2.9213140604467824,29.53166666666667
29.26,32.42,26.82,85.53,4.7,0.55,2003-07-09,2003,7,False,False,False,3.4113140604467844,29.43566666666667
28.13,29.94,26.56,89.89,5.18,16.29,2003-07-10,2003,7,False,False,False,2.281314060446782,29.312333333333335
28.61,31.17,27.1,89.05,4.39,16.71,2003-07-11,2003,7,False,False,False,2.7613140604467823,29.179666666666666
28.51,30.57,27.05,91.03,4.1,6.23,2003-07-12,2003,7,False,False,False,2.6613140604467844,29.009
28.13,29.48,27.18,92.23,3.23,10.43,2003-07-13,2003,7,False,False,False,2.281314060446782,28.877000000000002
28.13,30.1,26.52,90.66,1.98,8.13,2003-07-14,2003,7,False,False,False,2.281314060446782,28.776
27.84,30.25,25.71,89.33,3.49,1.44,2003-07-15,2003,7,False,False,False,1.9913140604467827,28.682666666666666
28.62,32.83,25.79,85.51,3.6,1.66,2003-07-16,2003,7,False,False,False,2.771314060446784,28.574
28.67,32.62,25.76,85.3,3.74,5.02,2003-07-17,2003,7,False,False,False,2.8213140604467846,28.459666666666667
28.31,31.87,25.69,85.96,3.61,6.85,2003-07-18,2003,7,False,False,False,2.4613140604467816,28.419999999999998
28.83,32.29,26.0,85.51,4.0,8.06,2003-07-19,2003,7,False,False,False,2.981314060446781,28.412666666666667
29.38,33.28,26.81,85.42,4.41,3.79,2003-07-20,2003,7,False,False,False,3.531314060446782,28.461000000000002
28.44,30.67,27.06,89.61,3.52,4.34,2003-07-21,2003,7,False,False,False,2.591314060446784,28.458666666666666
29.08,32.46,27.06,89.0,2.98,7.64,2003-07-22,2003,7,False,False,False,3.231314060446781,28.47233333333333
28.94,31.27,26.94,89.9,4.77,10.19,2003-07-23,2003,7,False,False,False,3.091314060446784,28.490666666666666
29.22,31.82,27.15,87.54,1.78,3.69,2003-07-24,2003,7,False,False,False,3.3713140604467817,28.514666666666667
28.41,30.28,27.2,91.98,7.36,18.62,2003-07-25,2003,7,False,False,False,2.561314060446783,28.513666666666666
28.94,32.06,26.9,88.06,6.95,12.5,2003-07-26,2003,7,False,False,False,3.091314060446784,28.544999999999998
28.83,32.11,27.12,89.77,5.3,9.68,2003-07-27,2003,7,False,False,False,2.981314060446781,28.552666666666667
28.81,32.53,26.49,87.74,4.08,3.21,2003-07-28,2003,7,False,False,False,2.9613140604467816,28.559666666666665
28.44,30.96,26.75,89.29,4.33,10.62,2003-07-29,2003,7,False,False,False,2.591314060446784,28.569
27.69,29.14,26.71,91.13,4.31,16.58,2003-07-30,2003,7,False,False,False,1.8413140604467841,28.562
28.07,30.73,26.12,88.69,1.83,14.69,2003-07-31,2003,7,False,False,False,2.221314060446783,28.572333333333333
27.22,29.26,25.38,89.84,4.15,8.9,2003-08-01,2003,8,False,False,False,1.3713140604467817,28.533333333333335
27.7,30.7,25.44,87.78,4.5,2.72,2003-08-02,2003,8,False,False,False,1.8513140604467822,28.509
27.93,31.76,24.63,85.78,2.8,1.94,2003-08-03,2003,8,False,False,False,2.0813140604467826,28.487666666666666
28.29,31.17,25.2,87.32,3.05,2.33,2003-08-04,2003,8,False,False,False,2.441314060446782,28.479
28.68,32.56,26.0,87.05,3.16,0.56,2003-08-05,2003,8,False,False,False,2.8313140604467826,28.486
28.62,31.99,26.01,88.29,3.54,1.42,2003-08-06,2003,8,False,False,False,2.771314060446784,28.483333333333334
28.56,31.71,26.32,88.96,3.45,1.56,2003-08-07,2003,8,False,False,False,2.7113140604467816,28.476333333333333
28.58,31.3,26.53,89.01,3.74,0.8,2003-08-08,2003,8,False,False,False,2.731314060446781,28.453666666666667
28.21,30.62,26.66,89.72,3.78,4.77,2003-08-09,2003,8,False,False,False,2.3613140604467837,28.45633333333333
28.56,31.45,26.51,88.35,4.65,5.82,2003-08-10,2003,8,False,False,False,2.7113140604467816,28.454666666666665
28.39,31.38,26.67,88.45,6.63,7.16,2003-08-11,2003,8,False,False,False,2.5413140604467834,28.450666666666667
28.84,31.58,27.2,89.61,4.58,4.37,2003-08-12,2003,8,False,False,False,2.9913140604467827,28.474333333333334
28.34,30.92,26.56,91.23,2.91,16.72,2003-08-13,2003,8,False,False,False,2.4913140604467827,28.481333333333332
28.71,31.25,27.1,90.16,4.91,6.13,2003-08-14,2003,8,False,False,False,2.8613140604467837,28.51033333333333
28.31,30.95,26.73,89.41,5.0,3.37,2003-08-15,2003,8,False,False,False,2.4613140604467816,28.5
28.85,31.53,26.9,88.01,4.01,0.49,2003-08-16,2003,8,False,False,False,3.0013140604467843,28.505999999999997
29.11,32.15,26.97,87.56,3.93,0.04,2003-08-17,2003,8,False,False,False,3.2613140604467823,28.532666666666664
28.8,31.41,27.15,89.49,4.19,1.37,2003-08-18,2003,8,False,False,False,2.9513140604467836,28.53166666666667
28.66,31.7,26.7,88.15,4.5,1.32,2003-08-19,2003,8,False,False,False,2.811314060446783,28.50766666666667
28.89,32.24,26.46,87.41,2.89,0.54,2003-08-20,2003,8,False,False,False,3.0413140604467834,28.522666666666666
28.7,32.17,26.07,87.19,2.03,5.57,2003-08-21,2003,8,False,False,False,2.851314060446782,28.51
28.46,31.69,26.56,90.94,5.27,14.16,2003-08-22,2003,8,False,False,False,2.6113140604467837,28.493999999999996
28.62,31.84,26.97,89.32,5.98,9.82,2003-08-23,2003,8,False,False,False,2.771314060446784,28.473999999999997
28.05,30.44,26.51,90.71,3.48,18.69,2003-08-24,2003,8,False,False,False,2.2013140604467836,28.462
28.55,31.56,26.11,88.18,2.05,3.75,2003-08-25,2003,8,False,False,False,2.7013140604467836,28.449
29.15,33.1,26.13,86.98,2.82,2.82,2003-08-26,2003,8,False,False,False,3.3013140604467814,28.459666666666667
28.31,30.94,26.48,89.52,6.77,21.89,2003-08-27,2003,8,False,False,False,2.4613140604467816,28.443
28.06,30.12,26.64,91.11,5.52,11.2,2003-08-28,2003,8,False,False,False,2.2113140604467816,28.430333333333333
28.16,30.92,26.07,89.25,4.59,8.68,2003-08-29,2003,8,False,False,False,2.311314060446783,28.446
28.6,32.3,26.17,87.65,3.78,10.52,2003-08-30,2003,8,False,False,False,2.7513140604467843,28.463666666666665
28.59,31.82,26.37,88.07,3.54,4.27,2003-08-31,2003,8,False,False,False,2.7413140604467827,28.509333333333334
28.24,31.43,26.33,88.74,4.38,4.33,2003-09-01,2003,9,False,False,False,2.3913140604467813,28.527333333333335
28.07,30.44,26.27,89.62,4.96,3.16,2003-09-02,2003,9,False,False,False,2.221314060446783,28.532
28.74,32.36,26.34,86.62,4.1,0.9,2003-09-03,2003,9,False,False,False,2.8913140604467813,28.547
28.61,31.71,26.32,87.5,3.43,0.47,2003-09-04,2003,9,False,False,False,2.7613140604467823,28.544666666666664
28.42,31.68,26.25,88.19,4.15,4.69,2003-09-05,2003,9,False,False,False,2.5713140604467846,28.538
27.52,30.29,25.95,90.85,3.52,15.27,2003-09-06,2003,9,False,False,False,1.6713140604467824,28.503333333333334
27.77,30.52,25.88,89.24,4.54,18.49,2003-09-07,2003,9,False,False,False,1.9213140604467824,28.476333333333333
27.97,30.98,26.31,89.78,4.59,6.76,2003-09-08,2003,9,False,False,False,2.1213140604467817,28.468333333333337
28.28,31.41,26.24,89.4,3.56,0.99,2003-09-09,2003,9,False,False,False,2.431314060446784,28.459
27.8,30.08,26.2,91.01,2.6,0.46,2003-09-10,2003,9,False,False,False,1.9513140604467836,28.43933333333333
28.23,31.21,26.01,88.81,2.08,0.96,2003-09-11,2003,9,False,False,False,2.3813140604467833,28.418999999999997
27.92,30.37,25.92,90.61,2.12,2.53,2003-09-12,2003,9,False,False,False,2.0713140604467846,28.405000000000005
28.32,31.67,25.83,89.72,2.89,1.89,2003-09-13,2003,9,False,False,False,2.471314060446783,28.392
27.73,30.22,25.96,91.56,2.54,1.21,2003-09-14,2003,9,False,False,False,1.8813140604467833,28.372666666666664
27.45,29.61,25.91,92.56,2.54,0.61,2003-09-15,2003,9,False,False,False,1.6013140604467822,28.326000000000004
27.72,31.23,25.58,89.36,2.99,0.56,2003-09-16,2003,9,False,False,False,1.8713140604467817,28.279666666666667
27.82,31.54,25.38,87.88,2.83,0.82,2003-09-17,2003,9,False,False,False,1.9713140604467831,28.247
27.68,30.47,25.12,89.95,3.23,1.28,2003-09-18,2003,9,False,False,False,1.8313140604467826,28.214333333333332
28.23,31.86,25.78,88.21,2.47,0.71,2003-09-19,2003,9,False,False,False,2.3813140604467833,28.192333333333334
27.63,29.99,26.14,91.47,2.46,0.8,2003-09-20,2003,9,False,False,False,1.7813140604467819,28.156666666666663
27.65,30.57,25.82,89.71,2.44,0.32,2003-09-21,2003,9,False,False,False,1.8013140604467814,28.129666666666665
27.47,30.45,25.59,89.35,2.31,1.51,2003-09-22,2003,9,False,False,False,1.6213140604467817,28.091333333333335
27.74,31.24,25.13,87.54,2.21,3.61,2003-09-23,2003,9,False,False,False,1.8913140604467813,28.081
27.1,29.44,25.46,92.89,2.42,12.83,2003-09-24,2003,9,False,False,False,1.2513140604467843,28.032666666666668
27.12,30.23,25.05,89.81,2.44,12.0,2003-09-25,2003,9,False,False,False,1.2713140604467839,27.965
26.71,29.1,25.06,91.56,1.79,14.15,2003-09-26,2003,9,False,False,False,0.8613140604467837,27.91166666666667
26.48,28.66,24.75,93.2,2.27,11.21,2003-09-27,2003,9,False,False,False,0.6313140604467833,27.858999999999998
26.97,29.45,25.4,91.76,2.86,4.32,2003-09-28,2003,9,False,False,False,1.1213140604467817,27.81933333333333
27.17,29.62,25.51,90.98,2.78,0.47,2003-09-29,2003,9,False,False,False,1.3213140604467846,27.77166666666667
27.97,31.61,24.65,87.32,2.12,15.99,2003-09-30,2003,9,False,False,False,2.1213140604467817,27.750999999999998
27.99,31.43,25.66,82.84,1.42,6.74,2003-10-01,2003,10,False,False,False,2.1413140604467813,27.742666666666665
28.32,31.13,25.53,82.3,1.36,2.81,2003-10-02,2003,10,False,False,False,2.471314060446783,27.750999999999998
27.32,29.81,25.45,88.37,1.7,3.03,2003-10-03,2003,10,False,False,False,1.4713140604467831,27.703666666666667
26.61,29.09,24.93,89.23,1.46,3.55,2003-10-04,2003,10,False,False,False,0.7613140604467823,27.637
26.18,28.82,24.22,90.89,2.46,14.77,2003-10-05,2003,10,False,False,False,0.3313140604467826,27.562333333333335
25.78,28.2,24.11,92.77,4.32,23.66,2003-10-06,2003,10,False,False,False,-0.068685939553216,27.50433333333333
25.7,27.59,24.21,94.66,5.85,98.56,2003-10-07,2003,10,True,False,True,-0.14868593955321785,27.435333333333332
26.55,28.12,25.41,95.24,4.49,48.92,2003-10-08,2003,10,False,False,False,0.7013140604467836,27.387999999999998
27.42,29.29,26.22,94.03,4.75,14.39,2003-10-09,2003,10,False,False,False,1.5713140604467846,27.359333333333332
27.83,30.14,25.85,92.76,3.26,4.6,2003-10-10,2003,10,False,False,False,1.9813140604467812,27.360333333333337
27.12,30.4,24.22,78.72,1.92,0.0,2003-10-11,2003,10,False,False,False,1.2713140604467839,27.323333333333334
26.12,30.84,21.04,77.48,1.76,0.0,2003-10-12,2003,10,False,False,False,0.27131406044678386,27.263333333333332
25.83,30.58,21.59,79.96,2.36,0.0,2003-10-13,2003,10,False,False,False,-0.018685939553218844,27.180333333333333
24.09,29.0,20.43,81.11,2.93,0.0,2003-10-14,2003,10,False,False,False,-1.7586859395532173,27.059
24.59,29.32,18.58,75.62,1.87,0.0,2003-10-15,2003,10,False,False,False,-1.2586859395532173,26.963666666666665
26.37,30.05,22.38,81.3,1.65,0.24,2003-10-16,2003,10,False,False,False,0.5213140604467839,26.91866666666667
26.33,29.58,23.53,86.73,1.43,1.93,2003-10-17,2003,10,False,False,False,0.48131406044678116,26.868999999999996
26.1,28.7,24.2,88.38,1.3,3.54,2003-10-18,2003,10,False,False,False,0.2513140604467843,26.816333333333333
26.65,29.91,23.84,86.51,0.9,4.99,2003-10-19,2003,10,False,False,False,0.8013140604467814,26.76366666666667
27.32,31.36,24.25,86.24,1.34,3.13,2003-10-20,2003,10,False,False,False,1.4713140604467831,26.753333333333334
27.2,31.16,24.06,85.13,1.8,5.17,2003-10-21,2003,10,False,False,False,1.3513140604467822,26.738333333333337
27.13,30.81,22.97,83.59,1.24,2.24,2003-10-22,2003,10,False,False,False,1.2813140604467819,26.727
27.53,30.45,24.53,81.18,0.57,4.21,2003-10-23,2003,10,False,False,False,1.681314060446784,26.720000000000002
25.93,28.08,24.09,88.91,1.47,9.27,2003-10-24,2003,10,False,False,False,0.08131406044678258,26.680999999999997
25.49,28.09,23.64,91.64,2.16,19.28,2003-10-25,2003,10,False,False,False,-0.3586859395532187,26.626666666666665
25.98,28.88,24.02,90.75,3.43,4.89,2003-10-26,2003,10,False,False,False,0.1313140604467833,26.60233333333333
26.73,30.16,24.7,90.49,2.89,14.88,2003-10-27,2003,10,False,False,False,0.8813140604467833,26.610666666666667
26.23,28.78,24.47,90.47,2.21,4.64,2003-10-28,2003,10,False,False,False,0.3813140604467833,26.586000000000002
27.37,30.94,23.61,80.54,0.96,0.05,2003-10-29,2003,10,False,False,False,1.5213140604467839,26.592666666666666
27.04,30.82,23.2,82.69,1.71,0.27,2003-10-30,2003,10,False,False,False,1.191314060446782,26.561666666666667
25.99,29.02,23.19,86.0,1.61,7.27,2003-10-31,2003,10,False,False,False,0.1413140604467813,26.495
24.61,27.45,22.21,88.35,2.23,6.36,2003-11-01,2003,11,False,False,False,-1.2386859395532177,26.371333333333332
25.38,29.58,20.84,80.98,1.11,3.28,2003-11-02,2003,11,False,False,False,-0.46868593955321813,26.30666666666667
25.43,29.27,21.29,82.65,1.76,0.28,2003-11-03,2003,11,False,False,False,-0.4186859395532174,26.267333333333333
24.98,28.85,21.31,78.31,1.56,0.0,2003-11-04,2003,11,False,False,False,-0.8686859395532167,26.22733333333333
23.96,28.14,20.36,70.01,1.34,0.0,2003-11-05,2003,11,False,False,False,-1.8886859395532163,26.166666666666668
22.99,28.21,17.79,75.72,1.94,0.0,2003-11-06,2003,11,False,False,False,-2.8586859395532187,26.07633333333333
22.74,28.2,16.74,74.59,1.49,0.0,2003-11-07,2003,11,False,False,False,-3.1086859395532187,25.949333333333335
22.9,28.51,16.94,75.98,1.97,0.0,2003-11-08,2003,11,False,False,False,-2.9486859395532186,25.79866666666667
22.3,27.38,16.88,76.66,1.72,0.0,2003-11-09,2003,11,False,False,False,-3.5486859395532164,25.61433333333333
22.8,27.71,17.08,68.48,1.21,0.0,2003-11-10,2003,11,False,False,False,-3.0486859395532164,25.470333333333333
22.74,28.13,18.02,68.49,1.22,0.0,2003-11-11,2003,11,False,False,False,-3.1086859395532187,25.357666666666667
21.58,27.36,16.13,80.9,2.24,0.0,2003-11-12,2003,11,False,False,False,-4.268685939553219,25.216
21.11,26.53,15.99,81.74,2.46,0.0,2003-11-13,2003,11,False,False,False,-4.738685939553218,25.116666666666667
20.79,26.71,15.26,81.01,2.5,0.0,2003-11-14,2003,11,False,False,False,-5.058685939553218,24.99
20.86,26.57,15.03,79.7,2.11,0.0,2003-11-15,2003,11,False,False,False,-4.988685939553218,24.80633333333333
21.05,26.7,14.99,78.38,1.97,0.0,2003-11-16,2003,11,False,False,False,-4.798685939553216,24.630333333333333
20.46,26.35,14.61,76.25,1.93,0.0,2003-11-17,2003,11,False,False,False,-5.388685939553216,24.442333333333334
20.53,26.33,14.18,74.47,1.8,0.0,2003-11-18,2003,11,False,False,False,-5.318685939553216,24.238333333333333
21.37,27.17,14.93,76.29,1.87,0.0,2003-11-19,2003,11,False,False,False,-4.478685939553216,24.040000000000003
21.82,27.54,16.46,79.32,2.17,0.0,2003-11-20,2003,11,False,False,False,-4.028685939553217,23.860666666666663
20.25,26.29,15.52,77.13,2.33,0.0,2003-11-21,2003,11,False,False,False,-5.598685939553217,23.63133333333333
18.06,24.78,11.59,74.38,2.58,0.0,2003-11-22,2003,11,False,False,False,-7.788685939553218,23.31566666666667
18.37,25.04,11.8,75.46,2.16,0.0,2003-11-23,2003,11,False,False,False,-7.478685939553216,23.06366666666667
19.78,25.89,14.03,81.98,2.07,0.0,2003-11-24,2003,11,False,False,False,-6.068685939553216,22.873333333333335
20.32,26.08,14.76,83.34,2.24,0.0,2003-11-25,2003,11,False,False,False,-5.528685939553217,22.684666666666665
20.47,26.52,15.26,78.63,1.78,0.0,2003-11-26,2003,11,False,False,False,-5.378685939553218,22.476
19.4,25.59,13.77,75.28,2.26,0.0,2003-11-27,2003,11,False,False,False,-6.448685939553219,22.24833333333333
18.4,24.83,11.78,68.43,1.9,0.0,2003-11-28,2003,11,False,False,False,-7.448685939553219,21.949333333333335
17.68,24.19,11.4,70.39,2.32,0.0,2003-11-29,2003,11,False,False,False,-8.168685939553217,21.637333333333334
17.26,24.54,11.05,75.38,2.62,0.0,2003-11-30,2003,11,False,False,False,-8.588685939553216,21.346333333333334
16.93,23.83,10.55,75.52,2.37,0.0,2003-12-01,2003,12,False,False,False,-8.918685939553217,21.090333333333334
17.27,24.17,10.92,73.58,2.4,0.0,2003-12-02,2003,12,False,False,False,-8.578685939553218,20.82
17.59,24.26,10.76,71.03,1.94,0.0,2003-12-03,2003,12,False,False,False,-8.258685939553217,20.558666666666667
18.15,24.28,11.49,67.49,1.66,0.0,2003-12-04,2003,12,False,False,False,-7.698685939553219,20.331000000000003
17.92,24.29,11.67,72.22,1.9,0.0,2003-12-05,2003,12,False,False,False,-7.928685939553215,20.129666666666665
17.16,23.67,10.98,75.47,2.08,0.0,2003-12-06,2003,12,False,False,False,-8.688685939553217,19.935333333333332
17.37,24.21,12.37,73.99,2.0,0.0,2003-12-07,2003,12,False,False,False,-8.478685939553216,19.75633333333333
17.31,23.52,11.76,82.15,2.25,0.0,2003-12-08,2003,12,False,False,False,-8.538685939553218,19.57
18.53,25.16,12.62,81.44,2.21,0.0,2003-12-09,2003,12,False,False,False,-7.318685939553216,19.444333333333336
19.19,25.94,13.47,80.63,2.37,0.0,2003-12-10,2003,12,False,False,False,-6.658685939553216,19.323999999999998
19.47,26.15,13.46,79.5,2.56,0.0,2003-12-11,2003,12,False,False,False,-6.378685939553218,19.214999999999996
18.76,25.68,12.91,80.31,2.89,0.0,2003-12-12,2003,12,False,False,False,-7.088685939553216,19.121
18.24,24.97,12.34,80.02,3.1,0.0,2003-12-13,2003,12,False,False,False,-7.608685939553219,19.025333333333332
18.63,25.52,12.07,79.61,2.72,0.0,2003-12-14,2003,12,False,False,False,-7.218685939553218,18.953333333333333
18.58,24.39,14.15,82.86,2.33,0.02,2003-12-15,2003,12,False,False,False,-7.268685939553219,18.877333333333336
18.84,22.93,15.81,86.01,2.39,1.24,2003-12-16,2003,12,False,False,False,-7.008685939553217,18.80366666666667
18.5,21.19,16.55,91.07,4.5,9.73,2003-12-17,2003,12,False,False,False,-7.348685939553217,18.738333333333337
19.43,23.47,16.84,88.3,5.04,0.92,2003-12-18,2003,12,False,False,False,-6.418685939553217,18.701666666666664
20.13,25.05,17.06,85.69,4.45,0.69,2003-12-19,2003,12,False,False,False,-5.718685939553218,18.66033333333333
19.03,25.46,14.94,83.79,3.78,0.0,2003-12-20,2003,12,False,False,False,-6.818685939553216,18.567333333333334
